text,intent
mute command number 1375,MUTE
unmute command number 275,UNMUTE
unmute command number 1232,UNMUTE
mute command number 920,MUTE
open file number 127,OPEN_FILE
open file number 585,OPEN_FILE
get time request number 498,GET_TIME
search query number 4,WEB_SEARCH
open file number 658,OPEN_FILE
search query number 819,WEB_SEARCH
get time request number 756,GET_TIME
unmute command number 764,UNMUTE
open file number 383,OPEN_FILE
mute command number 91,MUTE
general conversation number 661,GENERAL_CONVERSATION
mute command number 1318,MUTE
general conversation number 1093,GENERAL_CONVERSATION
general conversation number 1336,GENERAL_CONVERSATION
open file number 1380,OPEN_FILE
get time request number 316,GET_TIME
open file number 338,OPEN_FILE
unmute command number 978,UNMUTE
open file number 958,OPEN_FILE
general conversation number 854,GENERAL_CONVERSATION
search query number 287,WEB_SEARCH
open application number 449,OPEN_APP
get time request number 762,GET_TIME
open file number 891,OPEN_FILE
general conversation number 1348,GENERAL_CONVERSATION
get time request number 1137,GET_TIME
unmute command number 1283,UNMUTE
unmute command number 22,UNMUTE
general conversation number 218,GENERAL_CONVERSATION
open application number 730,OPEN_APP
unmute command number 676,UNMUTE
open file number 716,OPEN_FILE
general conversation number 1425,GENERAL_CONVERSATION
get time request number 908,GET_TIME
unmute command number 167,UNMUTE
open application number 240,OPEN_APP
open file number 109,OPEN_FILE
open application number 1171,OPEN_APP
get time request number 489,GET_TIME
unmute command number 633,UNMUTE
general conversation number 473,GENERAL_CONVERSATION
search query number 642,WEB_SEARCH
get time request number 87,GET_TIME
mute command number 699,MUTE
unmute command number 1371,UNMUTE
get time request number 1266,GET_TIME
mute command number 607,MUTE
unmute command number 561,UNMUTE
open application number 1033,OPEN_APP
general conversation number 375,GENERAL_CONVERSATION
search query number 288,WEB_SEARCH
mute command number 1332,MUTE
mute command number 836,MUTE
open application number 566,OPEN_APP
open file number 236,OPEN_FILE
open application number 1019,OPEN_APP
general conversation number 747,GENERAL_CONVERSATION
general conversation number 1372,GENERAL_CONVERSATION
mute command number 848,MUTE
open file number 461,OPEN_FILE
unmute command number 1043,UNMUTE
search query number 1027,WEB_SEARCH
unmute command number 1089,UNMUTE
get time request number 326,GET_TIME
mute command number 27,MUTE
open application number 463,OPEN_APP
get time request number 796,GET_TIME
get time request number 85,GET_TIME
open application number 872,OPEN_APP
unmute command number 63,UNMUTE
general conversation number 632,GENERAL_CONVERSATION
mute command number 601,MUTE
open file number 174,OPEN_FILE
search query number 1263,WEB_SEARCH
get time request number 402,GET_TIME
unmute command number 727,UNMUTE
open file number 1398,OPEN_FILE
unmute command number 1250,UNMUTE
open file number 1260,OPEN_FILE
general conversation number 320,GENERAL_CONVERSATION
mute command number 1402,MUTE
unmute command number 198,UNMUTE
search query number 1138,WEB_SEARCH
open application number 34,OPEN_APP
search query number 1311,WEB_SEARCH
open application number 988,OPEN_APP
open file number 34,OPEN_FILE
mute command number 907,MUTE
search query number 208,WEB_SEARCH
get time request number 495,GET_TIME
unmute command number 1313,UNMUTE
general conversation number 194,GENERAL_CONVERSATION
unmute command number 858,UNMUTE
open application number 838,OPEN_APP
get time request number 573,GET_TIME
open file number 292,OPEN_FILE
open file number 755,OPEN_FILE
open application number 849,OPEN_APP
open application number 0,OPEN_APP
unmute command number 93,UNMUTE
open file number 187,OPEN_FILE
open application number 1204,OPEN_APP
general conversation number 260,GENERAL_CONVERSATION
unmute command number 673,UNMUTE
unmute command number 431,UNMUTE
open application number 814,OPEN_APP
open file number 1292,OPEN_FILE
get time request number 1085,GET_TIME
open application number 886,OPEN_APP
unmute command number 1086,UNMUTE
open file number 243,OPEN_FILE
get time request number 398,GET_TIME
search query number 1014,WEB_SEARCH
open file number 607,OPEN_FILE
general conversation number 308,GENERAL_CONVERSATION
search query number 153,WEB_SEARCH
open application number 999,OPEN_APP
get time request number 1129,GET_TIME
mute command number 524,MUTE
get time request number 323,GET_TIME
open file number 1088,OPEN_FILE
unmute command number 1093,UNMUTE
open application number 399,OPEN_APP
open application number 153,OPEN_APP
general conversation number 943,GENERAL_CONVERSATION
unmute command number 77,UNMUTE
get time request number 718,GET_TIME
open file number 570,OPEN_FILE
get time request number 555,GET_TIME
open application number 411,OPEN_APP
general conversation number 1350,GENERAL_CONVERSATION
unmute command number 635,UNMUTE
mute command number 764,MUTE
open file number 1322,OPEN_FILE
get time request number 179,GET_TIME
general conversation number 477,GENERAL_CONVERSATION
mute command number 306,MUTE
open file number 875,OPEN_FILE
unmute command number 411,UNMUTE
general conversation number 410,GENERAL_CONVERSATION
mute command number 75,MUTE
search query number 154,WEB_SEARCH
get time request number 1059,GET_TIME
open application number 24,OPEN_APP
get time request number 406,GET_TIME
open file number 1127,OPEN_FILE
mute command number 1397,MUTE
open file number 925,OPEN_FILE
open application number 6,OPEN_APP
get time request number 1004,GET_TIME
mute command number 62,MUTE
general conversation number 1408,GENERAL_CONVERSATION
open file number 209,OPEN_FILE
get time request number 432,GET_TIME
get time request number 1023,GET_TIME
get time request number 1147,GET_TIME
search query number 1117,WEB_SEARCH
mute command number 108,MUTE
get time request number 1289,GET_TIME
unmute command number 82,UNMUTE
open file number 304,OPEN_FILE
get time request number 102,GET_TIME
general conversation number 680,GENERAL_CONVERSATION
mute command number 1414,MUTE
open application number 941,OPEN_APP
open file number 285,OPEN_FILE
unmute command number 1194,UNMUTE
search query number 1011,WEB_SEARCH
general conversation number 853,GENERAL_CONVERSATION
mute command number 1124,MUTE
general conversation number 1218,GENERAL_CONVERSATION
general conversation number 1034,GENERAL_CONVERSATION
get time request number 396,GET_TIME
open application number 1325,OPEN_APP
mute command number 932,MUTE
open application number 1125,OPEN_APP
unmute command number 1191,UNMUTE
open file number 399,OPEN_FILE
open file number 196,OPEN_FILE
unmute command number 505,UNMUTE
get time request number 1328,GET_TIME
mute command number 744,MUTE
general conversation number 1388,GENERAL_CONVERSATION
get time request number 216,GET_TIME
open file number 734,OPEN_FILE
open application number 874,OPEN_APP
get time request number 1027,GET_TIME
mute command number 589,MUTE
unmute command number 672,UNMUTE
general conversation number 827,GENERAL_CONVERSATION
get time request number 1120,GET_TIME
unmute command number 1389,UNMUTE
mute command number 327,MUTE
general conversation number 569,GENERAL_CONVERSATION
general conversation number 1018,GENERAL_CONVERSATION
open file number 611,OPEN_FILE
unmute command number 1345,UNMUTE
general conversation number 914,GENERAL_CONVERSATION
open application number 1118,OPEN_APP
get time request number 1034,GET_TIME
open file number 735,OPEN_FILE
open file number 556,OPEN_FILE
mute command number 1097,MUTE
get time request number 250,GET_TIME
search query number 1382,WEB_SEARCH
get time request number 795,GET_TIME
mute command number 9,MUTE
search query number 1172,WEB_SEARCH
general conversation number 554,GENERAL_CONVERSATION
search query number 391,WEB_SEARCH
unmute command number 345,UNMUTE
unmute command number 1426,UNMUTE
open file number 1251,OPEN_FILE
general conversation number 998,GENERAL_CONVERSATION
search query number 130,WEB_SEARCH
general conversation number 48,GENERAL_CONVERSATION
mute command number 971,MUTE
general conversation number 490,GENERAL_CONVERSATION
mute command number 947,MUTE
general conversation number 1427,GENERAL_CONVERSATION
general conversation number 208,GENERAL_CONVERSATION
unmute command number 175,UNMUTE
get time request number 516,GET_TIME
mute command number 894,MUTE
general conversation number 705,GENERAL_CONVERSATION
search query number 564,WEB_SEARCH
open file number 100,OPEN_FILE
mute command number 230,MUTE
get time request number 258,GET_TIME
open file number 419,OPEN_FILE
search query number 485,WEB_SEARCH
general conversation number 494,GENERAL_CONVERSATION
mute command number 1234,MUTE
open file number 103,OPEN_FILE
open file number 520,OPEN_FILE
mute command number 734,MUTE
unmute command number 1311,UNMUTE
unmute command number 1307,UNMUTE
open file number 1303,OPEN_FILE
get time request number 604,GET_TIME
open file number 801,OPEN_FILE
open file number 401,OPEN_FILE
open application number 440,OPEN_APP
mute command number 751,MUTE
mute command number 726,MUTE
search query number 1305,WEB_SEARCH
search query number 662,WEB_SEARCH
open file number 965,OPEN_FILE
open file number 1029,OPEN_FILE
get time request number 1191,GET_TIME
get time request number 215,GET_TIME
open file number 118,OPEN_FILE
search query number 849,WEB_SEARCH
search query number 461,WEB_SEARCH
open file number 1275,OPEN_FILE
mute command number 228,MUTE
unmute command number 11,UNMUTE
unmute command number 912,UNMUTE
mute command number 443,MUTE
open application number 160,OPEN_APP
open file number 418,OPEN_FILE
unmute command number 349,UNMUTE
open file number 1043,OPEN_FILE
unmute command number 560,UNMUTE
general conversation number 814,GENERAL_CONVERSATION
get time request number 697,GET_TIME
general conversation number 1023,GENERAL_CONVERSATION
get time request number 776,GET_TIME
mute command number 351,MUTE
unmute command number 408,UNMUTE
open application number 5,OPEN_APP
open file number 1397,OPEN_FILE
open file number 848,OPEN_FILE
general conversation number 769,GENERAL_CONVERSATION
open application number 537,OPEN_APP
get time request number 452,GET_TIME
open application number 325,OPEN_APP
unmute command number 873,UNMUTE
search query number 620,WEB_SEARCH
get time request number 1315,GET_TIME
general conversation number 843,GENERAL_CONVERSATION
open application number 678,OPEN_APP
get time request number 550,GET_TIME
open application number 888,OPEN_APP
get time request number 547,GET_TIME
mute command number 1002,MUTE
search query number 732,WEB_SEARCH
open file number 1072,OPEN_FILE
open application number 289,OPEN_APP
search query number 160,WEB_SEARCH
unmute command number 1414,UNMUTE
mute command number 710,MUTE
search query number 43,WEB_SEARCH
mute command number 1233,MUTE
mute command number 100,MUTE
unmute command number 125,UNMUTE
get time request number 14,GET_TIME
general conversation number 271,GENERAL_CONVERSATION
get time request number 1035,GET_TIME
unmute command number 998,UNMUTE
open file number 791,OPEN_FILE
search query number 686,WEB_SEARCH
open application number 738,OPEN_APP
mute command number 32,MUTE
search query number 206,WEB_SEARCH
search query number 3,WEB_SEARCH
unmute command number 404,UNMUTE
get time request number 1258,GET_TIME
get time request number 132,GET_TIME
search query number 803,WEB_SEARCH
open application number 1112,OPEN_APP
open file number 678,OPEN_FILE
search query number 337,WEB_SEARCH
open file number 325,OPEN_FILE
mute command number 572,MUTE
unmute command number 1319,UNMUTE
unmute command number 242,UNMUTE
unmute command number 45,UNMUTE
open file number 232,OPEN_FILE
get time request number 859,GET_TIME
general conversation number 852,GENERAL_CONVERSATION
mute command number 243,MUTE
open file number 915,OPEN_FILE
open file number 700,OPEN_FILE
open application number 1126,OPEN_APP
open file number 53,OPEN_FILE
open file number 835,OPEN_FILE
general conversation number 610,GENERAL_CONVERSATION
mute command number 247,MUTE
open file number 1214,OPEN_FILE
open application number 498,OPEN_APP
mute command number 687,MUTE
open application number 639,OPEN_APP
open application number 820,OPEN_APP
mute command number 680,MUTE
mute command number 678,MUTE
unmute command number 1063,UNMUTE
mute command number 1061,MUTE
open file number 1325,OPEN_FILE
mute command number 397,MUTE
mute command number 345,MUTE
get time request number 1013,GET_TIME
open file number 31,OPEN_FILE
open file number 1014,OPEN_FILE
general conversation number 1219,GENERAL_CONVERSATION
open file number 783,OPEN_FILE
open application number 1013,OPEN_APP
search query number 413,WEB_SEARCH
get time request number 1197,GET_TIME
search query number 1247,WEB_SEARCH
search query number 385,WEB_SEARCH
search query number 445,WEB_SEARCH
general conversation number 441,GENERAL_CONVERSATION
search query number 548,WEB_SEARCH
open file number 744,OPEN_FILE
mute command number 362,MUTE
search query number 361,WEB_SEARCH
open file number 301,OPEN_FILE
open application number 1008,OPEN_APP
open application number 1263,OPEN_APP
get time request number 380,GET_TIME
unmute command number 1155,UNMUTE
search query number 403,WEB_SEARCH
mute command number 326,MUTE
mute command number 147,MUTE
get time request number 1009,GET_TIME
get time request number 977,GET_TIME
general conversation number 537,GENERAL_CONVERSATION
unmute command number 538,UNMUTE
open file number 853,OPEN_FILE
search query number 1272,WEB_SEARCH
mute command number 177,MUTE
mute command number 374,MUTE
open application number 1320,OPEN_APP
get time request number 530,GET_TIME
open application number 70,OPEN_APP
open application number 880,OPEN_APP
search query number 1289,WEB_SEARCH
open file number 114,OPEN_FILE
open file number 220,OPEN_FILE
general conversation number 71,GENERAL_CONVERSATION
get time request number 82,GET_TIME
search query number 725,WEB_SEARCH
mute command number 928,MUTE
general conversation number 671,GENERAL_CONVERSATION
general conversation number 215,GENERAL_CONVERSATION
mute command number 704,MUTE
mute command number 440,MUTE
general conversation number 790,GENERAL_CONVERSATION
unmute command number 504,UNMUTE
get time request number 1130,GET_TIME
unmute command number 1231,UNMUTE
search query number 562,WEB_SEARCH
open file number 76,OPEN_FILE
general conversation number 1137,GENERAL_CONVERSATION
open application number 945,OPEN_APP
general conversation number 25,GENERAL_CONVERSATION
open application number 1080,OPEN_APP
general conversation number 1006,GENERAL_CONVERSATION
open application number 369,OPEN_APP
get time request number 20,GET_TIME
search query number 199,WEB_SEARCH
open file number 975,OPEN_FILE
mute command number 696,MUTE
general conversation number 579,GENERAL_CONVERSATION
open file number 229,OPEN_FILE
mute command number 98,MUTE
general conversation number 997,GENERAL_CONVERSATION
unmute command number 177,UNMUTE
unmute command number 18,UNMUTE
general conversation number 744,GENERAL_CONVERSATION
mute command number 1084,MUTE
mute command number 462,MUTE
unmute command number 1257,UNMUTE
open file number 742,OPEN_FILE
open application number 1096,OPEN_APP
unmute command number 169,UNMUTE
open application number 715,OPEN_APP
general conversation number 1068,GENERAL_CONVERSATION
general conversation number 1101,GENERAL_CONVERSATION
general conversation number 363,GENERAL_CONVERSATION
general conversation number 663,GENERAL_CONVERSATION
general conversation number 768,GENERAL_CONVERSATION
mute command number 924,MUTE
search query number 173,WEB_SEARCH
open application number 1010,OPEN_APP
get time request number 1110,GET_TIME
open application number 1199,OPEN_APP
get time request number 670,GET_TIME
general conversation number 105,GENERAL_CONVERSATION
general conversation number 722,GENERAL_CONVERSATION
mute command number 1125,MUTE
get time request number 984,GET_TIME
open application number 1335,OPEN_APP
open application number 824,OPEN_APP
general conversation number 570,GENERAL_CONVERSATION
unmute command number 109,UNMUTE
open application number 600,OPEN_APP
general conversation number 1368,GENERAL_CONVERSATION
search query number 52,WEB_SEARCH
search query number 601,WEB_SEARCH
unmute command number 918,UNMUTE
mute command number 1369,MUTE
general conversation number 1297,GENERAL_CONVERSATION
search query number 1151,WEB_SEARCH
mute command number 1317,MUTE
mute command number 200,MUTE
get time request number 589,GET_TIME
general conversation number 20,GENERAL_CONVERSATION
get time request number 379,GET_TIME
get time request number 1000,GET_TIME
open file number 1250,OPEN_FILE
open file number 522,OPEN_FILE
general conversation number 442,GENERAL_CONVERSATION
get time request number 1043,GET_TIME
get time request number 263,GET_TIME
open file number 1186,OPEN_FILE
unmute command number 956,UNMUTE
open file number 764,OPEN_FILE
open file number 214,OPEN_FILE
search query number 1201,WEB_SEARCH
open application number 47,OPEN_APP
open file number 436,OPEN_FILE
get time request number 164,GET_TIME
search query number 745,WEB_SEARCH
open application number 638,OPEN_APP
mute command number 512,MUTE
mute command number 959,MUTE
general conversation number 774,GENERAL_CONVERSATION
general conversation number 17,GENERAL_CONVERSATION
open application number 467,OPEN_APP
get time request number 275,GET_TIME
unmute command number 669,UNMUTE
open application number 939,OPEN_APP
get time request number 1244,GET_TIME
unmute command number 1314,UNMUTE
get time request number 1063,GET_TIME
mute command number 538,MUTE
search query number 557,WEB_SEARCH
search query number 1177,WEB_SEARCH
mute command number 988,MUTE
mute command number 941,MUTE
open application number 1236,OPEN_APP
get time request number 1193,GET_TIME
open application number 139,OPEN_APP
open file number 962,OPEN_FILE
get time request number 144,GET_TIME
open application number 1030,OPEN_APP
search query number 1243,WEB_SEARCH
unmute command number 643,UNMUTE
mute command number 565,MUTE
unmute command number 657,UNMUTE
mute command number 858,MUTE
get time request number 726,GET_TIME
get time request number 272,GET_TIME
unmute command number 767,UNMUTE
unmute command number 535,UNMUTE
unmute command number 334,UNMUTE
open application number 728,OPEN_APP
open application number 634,OPEN_APP
search query number 423,WEB_SEARCH
unmute command number 1166,UNMUTE
unmute command number 313,UNMUTE
open file number 751,OPEN_FILE
open application number 1110,OPEN_APP
mute command number 349,MUTE
get time request number 671,GET_TIME
get time request number 1284,GET_TIME
open application number 598,OPEN_APP
unmute command number 1180,UNMUTE
search query number 335,WEB_SEARCH
unmute command number 849,UNMUTE
unmute command number 237,UNMUTE
search query number 770,WEB_SEARCH
open application number 978,OPEN_APP
mute command number 509,MUTE
unmute command number 1005,UNMUTE
get time request number 1158,GET_TIME
open file number 1063,OPEN_FILE
open application number 460,OPEN_APP
search query number 78,WEB_SEARCH
general conversation number 435,GENERAL_CONVERSATION
unmute command number 665,UNMUTE
search query number 32,WEB_SEARCH
mute command number 1349,MUTE
get time request number 1413,GET_TIME
open file number 986,OPEN_FILE
get time request number 72,GET_TIME
open application number 1120,OPEN_APP
mute command number 660,MUTE
open file number 1212,OPEN_FILE
mute command number 1065,MUTE
get time request number 1002,GET_TIME
unmute command number 1001,UNMUTE
open application number 982,OPEN_APP
unmute command number 457,UNMUTE
open application number 1109,OPEN_APP
open file number 154,OPEN_FILE
general conversation number 169,GENERAL_CONVERSATION
open application number 60,OPEN_APP
open file number 35,OPEN_FILE
general conversation number 587,GENERAL_CONVERSATION
open application number 256,OPEN_APP
open application number 1221,OPEN_APP
open file number 1173,OPEN_FILE
unmute command number 567,UNMUTE
general conversation number 1165,GENERAL_CONVERSATION
unmute command number 584,UNMUTE
open file number 815,OPEN_FILE
open file number 1258,OPEN_FILE
general conversation number 655,GENERAL_CONVERSATION
open file number 272,OPEN_FILE
open application number 491,OPEN_APP
unmute command number 521,UNMUTE
open file number 859,OPEN_FILE
general conversation number 267,GENERAL_CONVERSATION
open application number 679,OPEN_APP
open file number 948,OPEN_FILE
open file number 541,OPEN_FILE
mute command number 365,MUTE
search query number 1367,WEB_SEARCH
general conversation number 177,GENERAL_CONVERSATION
open application number 10,OPEN_APP
open file number 972,OPEN_FILE
get time request number 53,GET_TIME
search query number 674,WEB_SEARCH
open file number 200,OPEN_FILE
search query number 865,WEB_SEARCH
unmute command number 702,UNMUTE
search query number 514,WEB_SEARCH
general conversation number 858,GENERAL_CONVERSATION
open application number 1064,OPEN_APP
open file number 1005,OPEN_FILE
general conversation number 489,GENERAL_CONVERSATION
open file number 1012,OPEN_FILE
search query number 957,WEB_SEARCH
unmute command number 214,UNMUTE
unmute command number 795,UNMUTE
get time request number 1320,GET_TIME
unmute command number 361,UNMUTE
mute command number 1006,MUTE
open file number 1244,OPEN_FILE
get time request number 783,GET_TIME
open application number 1271,OPEN_APP
general conversation number 1097,GENERAL_CONVERSATION
unmute command number 1360,UNMUTE
general conversation number 1123,GENERAL_CONVERSATION
mute command number 539,MUTE
open application number 601,OPEN_APP
search query number 962,WEB_SEARCH
mute command number 1185,MUTE
open file number 1320,OPEN_FILE
search query number 594,WEB_SEARCH
search query number 945,WEB_SEARCH
search query number 44,WEB_SEARCH
open application number 328,OPEN_APP
search query number 426,WEB_SEARCH
general conversation number 1179,GENERAL_CONVERSATION
open file number 349,OPEN_FILE
general conversation number 1199,GENERAL_CONVERSATION
unmute command number 309,UNMUTE
general conversation number 647,GENERAL_CONVERSATION
open application number 334,OPEN_APP
unmute command number 256,UNMUTE
unmute command number 927,UNMUTE
general conversation number 1036,GENERAL_CONVERSATION
unmute command number 757,UNMUTE
unmute command number 879,UNMUTE
unmute command number 807,UNMUTE
open application number 59,OPEN_APP
unmute command number 433,UNMUTE
mute command number 649,MUTE
open file number 164,OPEN_FILE
general conversation number 326,GENERAL_CONVERSATION
search query number 999,WEB_SEARCH
mute command number 1278,MUTE
mute command number 1294,MUTE
search query number 892,WEB_SEARCH
general conversation number 794,GENERAL_CONVERSATION
get time request number 1106,GET_TIME
search query number 596,WEB_SEARCH
search query number 282,WEB_SEARCH
general conversation number 1019,GENERAL_CONVERSATION
open application number 204,OPEN_APP
general conversation number 14,GENERAL_CONVERSATION
mute command number 859,MUTE
open file number 705,OPEN_FILE
open application number 292,OPEN_APP
open file number 661,OPEN_FILE
open file number 588,OPEN_FILE
general conversation number 1415,GENERAL_CONVERSATION
general conversation number 1069,GENERAL_CONVERSATION
mute command number 784,MUTE
open application number 785,OPEN_APP
unmute command number 931,UNMUTE
open application number 1291,OPEN_APP
get time request number 533,GET_TIME
open application number 75,OPEN_APP
get time request number 194,GET_TIME
open file number 1372,OPEN_FILE
general conversation number 1022,GENERAL_CONVERSATION
get time request number 1098,GET_TIME
unmute command number 1071,UNMUTE
search query number 765,WEB_SEARCH
open file number 1153,OPEN_FILE
open file number 861,OPEN_FILE
open application number 827,OPEN_APP
unmute command number 1037,UNMUTE
open file number 1041,OPEN_FILE
mute command number 334,MUTE
open application number 466,OPEN_APP
unmute command number 1082,UNMUTE
search query number 1007,WEB_SEARCH
get time request number 649,GET_TIME
general conversation number 1024,GENERAL_CONVERSATION
general conversation number 1317,GENERAL_CONVERSATION
general conversation number 26,GENERAL_CONVERSATION
get time request number 1412,GET_TIME
open file number 653,OPEN_FILE
open file number 719,OPEN_FILE
search query number 1283,WEB_SEARCH
open application number 975,OPEN_APP
unmute command number 35,UNMUTE
open file number 992,OPEN_FILE
general conversation number 1352,GENERAL_CONVERSATION
general conversation number 972,GENERAL_CONVERSATION
general conversation number 9,GENERAL_CONVERSATION
open file number 616,OPEN_FILE
open file number 803,OPEN_FILE
unmute command number 90,UNMUTE
get time request number 1319,GET_TIME
unmute command number 869,UNMUTE
mute command number 1190,MUTE
get time request number 1276,GET_TIME
search query number 810,WEB_SEARCH
open file number 1353,OPEN_FILE
get time request number 443,GET_TIME
open application number 1156,OPEN_APP
unmute command number 187,UNMUTE
open file number 1089,OPEN_FILE
open application number 1241,OPEN_APP
open file number 1308,OPEN_FILE
open file number 1210,OPEN_FILE
unmute command number 1270,UNMUTE
open application number 1339,OPEN_APP
unmute command number 701,UNMUTE
unmute command number 1228,UNMUTE
get time request number 256,GET_TIME
search query number 523,WEB_SEARCH
unmute command number 495,UNMUTE
unmute command number 150,UNMUTE
search query number 1309,WEB_SEARCH
general conversation number 16,GENERAL_CONVERSATION
open application number 647,OPEN_APP
general conversation number 1196,GENERAL_CONVERSATION
mute command number 1346,MUTE
mute command number 1182,MUTE
general conversation number 210,GENERAL_CONVERSATION
mute command number 1028,MUTE
unmute command number 1169,UNMUTE
search query number 62,WEB_SEARCH
unmute command number 255,UNMUTE
get time request number 141,GET_TIME
open application number 1342,OPEN_APP
mute command number 226,MUTE
get time request number 1257,GET_TIME
open file number 1141,OPEN_FILE
unmute command number 801,UNMUTE
general conversation number 1118,GENERAL_CONVERSATION
unmute command number 232,UNMUTE
get time request number 52,GET_TIME
search query number 517,WEB_SEARCH
general conversation number 940,GENERAL_CONVERSATION
unmute command number 382,UNMUTE
open file number 842,OPEN_FILE
general conversation number 708,GENERAL_CONVERSATION
unmute command number 1115,UNMUTE
mute command number 1184,MUTE
search query number 614,WEB_SEARCH
get time request number 534,GET_TIME
unmute command number 729,UNMUTE
search query number 579,WEB_SEARCH
unmute command number 427,UNMUTE
get time request number 1305,GET_TIME
search query number 936,WEB_SEARCH
open file number 1095,OPEN_FILE
open file number 629,OPEN_FILE
unmute command number 1034,UNMUTE
unmute command number 996,UNMUTE
open file number 739,OPEN_FILE
search query number 410,WEB_SEARCH
get time request number 1210,GET_TIME
open application number 284,OPEN_APP
general conversation number 443,GENERAL_CONVERSATION
get time request number 997,GET_TIME
search query number 242,WEB_SEARCH
unmute command number 940,UNMUTE
open application number 1404,OPEN_APP
general conversation number 345,GENERAL_CONVERSATION
get time request number 204,GET_TIME
unmute command number 800,UNMUTE
search query number 458,WEB_SEARCH
open application number 1307,OPEN_APP
open application number 686,OPEN_APP
open application number 1037,OPEN_APP
mute command number 138,MUTE
open application number 807,OPEN_APP
mute command number 830,MUTE
mute command number 354,MUTE
search query number 499,WEB_SEARCH
general conversation number 96,GENERAL_CONVERSATION
open application number 793,OPEN_APP
unmute command number 282,UNMUTE
get time request number 80,GET_TIME
search query number 591,WEB_SEARCH
search query number 931,WEB_SEARCH
search query number 839,WEB_SEARCH
unmute command number 464,UNMUTE
unmute command number 1419,UNMUTE
mute command number 270,MUTE
mute command number 110,MUTE
general conversation number 568,GENERAL_CONVERSATION
search query number 522,WEB_SEARCH
get time request number 236,GET_TIME
mute command number 287,MUTE
general conversation number 711,GENERAL_CONVERSATION
get time request number 768,GET_TIME
search query number 334,WEB_SEARCH
search query number 236,WEB_SEARCH
open application number 148,OPEN_APP
open application number 155,OPEN_APP
mute command number 1295,MUTE
get time request number 537,GET_TIME
open application number 1179,OPEN_APP
unmute command number 1306,UNMUTE
open file number 334,OPEN_FILE
unmute command number 1290,UNMUTE
unmute command number 1258,UNMUTE
open file number 759,OPEN_FILE
open application number 609,OPEN_APP
mute command number 1344,MUTE
open application number 823,OPEN_APP
get time request number 1179,GET_TIME
open application number 1014,OPEN_APP
search query number 633,WEB_SEARCH
mute command number 474,MUTE
search query number 218,WEB_SEARCH
general conversation number 512,GENERAL_CONVERSATION
open file number 1263,OPEN_FILE
general conversation number 93,GENERAL_CONVERSATION
get time request number 1349,GET_TIME
mute command number 1211,MUTE
unmute command number 813,UNMUTE
open file number 517,OPEN_FILE
general conversation number 454,GENERAL_CONVERSATION
open file number 1387,OPEN_FILE
open file number 255,OPEN_FILE
open application number 52,OPEN_APP
open file number 545,OPEN_FILE
search query number 1207,WEB_SEARCH
get time request number 1308,GET_TIME
open file number 1030,OPEN_FILE
mute command number 1031,MUTE
unmute command number 944,UNMUTE
get time request number 621,GET_TIME
unmute command number 1275,UNMUTE
general conversation number 324,GENERAL_CONVERSATION
open file number 1112,OPEN_FILE
unmute command number 448,UNMUTE
unmute command number 413,UNMUTE
unmute command number 233,UNMUTE
get time request number 1061,GET_TIME
open file number 514,OPEN_FILE
unmute command number 280,UNMUTE
mute command number 1242,MUTE
general conversation number 225,GENERAL_CONVERSATION
mute command number 667,MUTE
general conversation number 1326,GENERAL_CONVERSATION
unmute command number 73,UNMUTE
open file number 92,OPEN_FILE
general conversation number 766,GENERAL_CONVERSATION
search query number 701,WEB_SEARCH
open file number 851,OPEN_FILE
search query number 1332,WEB_SEARCH
unmute command number 683,UNMUTE
get time request number 172,GET_TIME
general conversation number 110,GENERAL_CONVERSATION
open file number 171,OPEN_FILE
general conversation number 391,GENERAL_CONVERSATION
get time request number 74,GET_TIME
mute command number 203,MUTE
mute command number 1286,MUTE
unmute command number 1370,UNMUTE
mute command number 906,MUTE
unmute command number 197,UNMUTE
unmute command number 818,UNMUTE
unmute command number 831,UNMUTE
mute command number 969,MUTE
mute command number 602,MUTE
search query number 155,WEB_SEARCH
get time request number 1390,GET_TIME
search query number 230,WEB_SEARCH
open file number 900,OPEN_FILE
search query number 1098,WEB_SEARCH
search query number 866,WEB_SEARCH
open file number 1059,OPEN_FILE
mute command number 646,MUTE
unmute command number 772,UNMUTE
open application number 572,OPEN_APP
search query number 774,WEB_SEARCH
search query number 846,WEB_SEARCH
open application number 326,OPEN_APP
open application number 711,OPEN_APP
search query number 60,WEB_SEARCH
mute command number 677,MUTE
open file number 800,OPEN_FILE
search query number 1308,WEB_SEARCH
open file number 151,OPEN_FILE
mute command number 964,MUTE
open file number 884,OPEN_FILE
unmute command number 865,UNMUTE
open file number 1223,OPEN_FILE
general conversation number 1011,GENERAL_CONVERSATION
unmute command number 133,UNMUTE
open application number 371,OPEN_APP
search query number 1368,WEB_SEARCH
unmute command number 341,UNMUTE
open file number 758,OPEN_FILE
open file number 647,OPEN_FILE
open file number 41,OPEN_FILE
open file number 750,OPEN_FILE
mute command number 86,MUTE
mute command number 885,MUTE
search query number 969,WEB_SEARCH
get time request number 519,GET_TIME
unmute command number 684,UNMUTE
unmute command number 840,UNMUTE
unmute command number 370,UNMUTE
general conversation number 1260,GENERAL_CONVERSATION
general conversation number 75,GENERAL_CONVERSATION
get time request number 877,GET_TIME
unmute command number 185,UNMUTE
get time request number 1311,GET_TIME
get time request number 466,GET_TIME
open file number 677,OPEN_FILE
open file number 186,OPEN_FILE
